	0	1	2	3
cell124	0.9336965084075928	NA	NA	NA
cell125	NA	NA	0.36316579580307007	NA
cell126	NA	NA	0.7039063572883606	NA
cell127	0.7691522240638733	NA	NA	NA
cell128	NA	NA	0.2311956286430359	NA
cell129	NA	NA	0.3046041429042816	NA
cell130	0.7587770223617554	NA	NA	NA
cell131	NA	NA	0.3380800187587738	NA
cell132	NA	NA	0.3113625645637512	NA
cell133	NA	NA	0.3149891793727875	NA
cell134	0.8370752930641174	NA	NA	NA
cell135	NA	0.4604397118091583	NA	NA
cell136	0.7838149666786194	NA	NA	NA
cell137	NA	NA	0.34581294655799866	NA
cell138	0.8090676665306091	NA	NA	NA
cell139	NA	NA	0.317722350358963	NA
cell140	0.9198437929153442	NA	NA	NA
cell141	NA	0.45338740944862366	NA	NA
cell142	0.9415634870529175	NA	NA	NA
cell143	NA	0.47724276781082153	NA	NA
cell144	NA	0.4294934570789337	NA	NA
cell145	NA	NA	0.348727285861969	NA
cell146	0.7551411390304565	NA	NA	NA
cell147	NA	NA	0.6698586344718933	NA
cell148	NA	NA	0.3292112946510315	NA
cell149	NA	NA	0.3229888081550598	NA
cell150	0.7471603751182556	NA	NA	NA
cell151	0.7221863865852356	NA	NA	NA
cell152	NA	NA	NA	0.9192601442337036
cell153	NA	0.5186302065849304	NA	NA
cell154	NA	NA	0.2728594243526459	NA
cell155	0.7313687205314636	NA	NA	NA
cell156	NA	0.40950635075569153	NA	NA
cell157	NA	NA	0.4100940525531769	NA
cell158	NA	0.49231523275375366	NA	NA
cell159	NA	NA	0.33167946338653564	NA
cell160	NA	NA	0.28257209062576294	NA
cell161	0.7985019087791443	NA	NA	NA
cell162	0.8929720520973206	NA	NA	NA
cell163	0.7474882006645203	NA	NA	NA
cell164	NA	NA	0.3179466128349304	NA
cell165	0.7372363805770874	NA	NA	NA
cell166	0.8757075071334839	NA	NA	NA
cell167	NA	NA	0.2751462459564209	NA
cell168	NA	NA	0.3054971694946289	NA
cell169	0.741089940071106	NA	NA	NA
cell170	0.9591169357299805	NA	NA	NA
cell171	0.789543092250824	NA	NA	NA
cell172	NA	NA	0.308298796415329	NA
cell173	0.8664520978927612	NA	NA	NA
cell174	0.757321298122406	NA	NA	NA
cell175	NA	NA	0.31316545605659485	NA
cell176	NA	NA	0.3326111137866974	NA
cell177	0.8212435245513916	NA	NA	NA
cell178	NA	NA	0.31885749101638794	NA
cell179	NA	NA	0.32094305753707886	NA
cell180	NA	NA	0.2526816129684448	NA
cell181	0.7425974011421204	NA	NA	NA
cell182	0.8149589896202087	NA	NA	NA
cell183	0.7323681712150574	NA	NA	NA
cell184	0.7167497873306274	NA	NA	NA
cell185	NA	NA	0.26841142773628235	NA
cell186	0.9602974057197571	NA	NA	NA
cell187	0.961769163608551	NA	NA	NA
cell188	NA	NA	0.3220706284046173	NA
cell189	NA	NA	0.25175389647483826	NA
cell190	0.7878561615943909	NA	NA	NA
cell191	NA	NA	0.2632322311401367	NA
cell192	NA	0.5034210681915283	NA	NA
cell193	0.8416273593902588	NA	NA	NA
cell194	0.7290957570075989	NA	NA	NA
cell195	0.891478419303894	NA	NA	NA
cell196	NA	0.5418339967727661	NA	NA
cell197	NA	0.5424193143844604	NA	NA
cell198	NA	NA	0.327301025390625	NA
cell199	0.895152747631073	NA	NA	NA
cell200	0.7573485970497131	NA	NA	NA
cell201	0.8961135149002075	NA	NA	NA
cell202	NA	NA	0.23560048639774323	NA
cell203	NA	0.47689372301101685	NA	NA
cell204	0.9568302631378174	NA	NA	NA
cell205	0.7575652003288269	NA	NA	NA
cell206	0.8929330110549927	NA	NA	NA
cell207	NA	0.4929112493991852	NA	NA
cell208	NA	0.4588450491428375	NA	NA
cell209	NA	NA	0.3190027177333832	NA
cell210	0.9145029783248901	NA	NA	NA
cell211	NA	0.3974743187427521	NA	NA
cell212	NA	0.5522090196609497	NA	NA
cell213	NA	NA	0.3129854202270508	NA
cell214	0.7405768036842346	NA	NA	NA
cell215	NA	NA	0.34081026911735535	NA
cell216	NA	NA	0.26948294043540955	NA
cell217	NA	NA	0.3426322042942047	NA
cell218	0.8138091564178467	NA	NA	NA
cell219	0.9089611768722534	NA	NA	NA
cell220	NA	0.42688658833503723	NA	NA
cell221	NA	NA	0.35434991121292114	NA
cell222	NA	NA	0.41794338822364807	NA
cell223	NA	NA	0.6493342518806458	NA
cell224	NA	NA	0.2470691055059433	NA
cell225	0.866074800491333	NA	NA	NA
cell226	NA	NA	0.3209620416164398	NA
cell227	0.8449087142944336	NA	NA	NA
cell228	0.772627592086792	NA	NA	NA
cell229	0.9271854758262634	NA	NA	NA
cell230	NA	0.5422363877296448	NA	NA
cell231	NA	0.4827382266521454	NA	NA
cell232	NA	NA	0.3546890914440155	NA
cell233	0.7357873916625977	NA	NA	NA
cell234	0.9358901977539062	NA	NA	NA
cell235	NA	0.5475229620933533	NA	NA
cell236	0.775865912437439	NA	NA	NA
cell237	NA	NA	0.33746448159217834	NA
cell238	0.8946845531463623	NA	NA	NA
cell239	NA	NA	0.5231130123138428	NA
cell240	0.9759458899497986	NA	NA	NA
cell241	0.7648587226867676	NA	NA	NA
cell242	0.7435804009437561	NA	NA	NA
cell243	NA	0.5558421015739441	NA	NA
cell244	0.7522345781326294	NA	NA	NA
cell245	0.878533661365509	NA	NA	NA
cell246	NA	NA	0.2890227437019348	NA
cell247	0.7528563141822815	NA	NA	NA
cell248	0.9620699286460876	NA	NA	NA
cell249	NA	NA	0.3163525462150574	NA
cell250	NA	0.40213894844055176	NA	NA
cell251	NA	0.5699159502983093	NA	NA
cell252	NA	0.4097782075405121	NA	NA
cell253	0.8122684955596924	NA	NA	NA
cell254	NA	NA	0.3515760898590088	NA
cell255	0.9192230701446533	NA	NA	NA
cell256	NA	0.5248197913169861	NA	NA
cell257	0.9260131120681763	NA	NA	NA
cell258	NA	0.4248254597187042	NA	NA
cell259	0.7446736097335815	NA	NA	NA
cell260	NA	NA	0.3720534145832062	NA
cell261	0.7954432368278503	NA	NA	NA
cell262	0.7431353330612183	NA	NA	NA
cell263	NA	NA	0.31805363297462463	NA
cell264	0.8861855268478394	NA	NA	NA
cell265	0.8192614316940308	NA	NA	NA
cell266	NA	0.516321063041687	NA	NA
cell267	0.7728551626205444	NA	NA	NA
cell268	NA	NA	0.6619257926940918	NA
cell269	0.7302505970001221	NA	NA	NA
cell270	NA	NA	0.35564345121383667	NA
cell271	0.8975639343261719	NA	NA	NA
cell272	NA	NA	0.3208048641681671	NA
cell273	NA	NA	0.21746060252189636	NA
cell274	0.8942942023277283	NA	NA	NA
cell275	0.8628362417221069	NA	NA	NA
cell276	NA	0.46563029289245605	NA	NA
cell277	0.9498785734176636	NA	NA	NA
cell278	NA	NA	0.0694027841091156	NA
cell279	NA	0.5096184015274048	NA	NA
cell280	NA	NA	0.36727792024612427	NA
cell281	0.9039440155029297	NA	NA	NA
cell282	NA	NA	0.3300698697566986	NA
cell283	0.8281654715538025	NA	NA	NA
cell284	0.7358579635620117	NA	NA	NA
cell285	0.9063767790794373	NA	NA	NA
cell286	NA	NA	0.07428339123725891	NA
cell287	NA	0.5454443693161011	NA	NA
cell288	NA	0.5342371463775635	NA	NA
cell289	NA	0.4954546391963959	NA	NA
cell290	NA	0.4108235538005829	NA	NA
cell291	0.7384714484214783	NA	NA	NA
cell292	0.8362745046615601	NA	NA	NA
cell293	0.7651547193527222	NA	NA	NA
cell294	0.8433557748794556	NA	NA	NA
cell295	NA	NA	0.3260394334793091	NA
cell296	0.9103118181228638	NA	NA	NA
cell297	NA	NA	0.31594419479370117	NA
cell298	NA	NA	0.3883528411388397	NA
cell299	0.9333118796348572	NA	NA	NA
cell300	NA	0.45562809705734253	NA	NA
cell301	0.7308200597763062	NA	NA	NA
cell302	0.7643023729324341	NA	NA	NA
cell303	NA	NA	0.2929016351699829	NA
cell304	0.7811417579650879	NA	NA	NA
cell305	0.9436445832252502	NA	NA	NA
cell306	NA	NA	0.3007359206676483	NA
cell307	NA	NA	0.3979446589946747	NA
cell308	0.8245588541030884	NA	NA	NA
cell309	0.8916622400283813	NA	NA	NA
cell310	NA	0.4543549120426178	NA	NA
cell311	0.7680067420005798	NA	NA	NA
cell312	0.7402712106704712	NA	NA	NA
cell313	0.9258034229278564	NA	NA	NA
cell314	NA	NA	0.36316701769828796	NA
cell315	0.8095147609710693	NA	NA	NA
cell316	0.7564010620117188	NA	NA	NA
cell317	0.74592524766922	NA	NA	NA
cell318	NA	NA	0.28849899768829346	NA
cell319	0.9409376382827759	NA	NA	NA
cell320	0.7963827252388	NA	NA	NA
cell321	0.7824397087097168	NA	NA	NA
cell322	NA	0.5517677068710327	NA	NA
cell323	0.8401463031768799	NA	NA	NA
cell324	NA	NA	0.2151814103126526	NA
cell325	0.9542589783668518	NA	NA	NA
cell326	NA	NA	0.3565782904624939	NA
cell327	0.8977479338645935	NA	NA	NA
cell328	NA	0.558152973651886	NA	NA
cell329	NA	NA	0.3865845501422882	NA
cell330	NA	0.4722864031791687	NA	NA
cell331	NA	NA	0.31617552042007446	NA
cell332	NA	NA	0.3276884853839874	NA
cell333	NA	0.547735869884491	NA	NA
cell334	NA	NA	0.33384615182876587	NA
cell335	NA	NA	0.21878406405448914	NA
cell336	NA	0.5501272678375244	NA	NA
cell337	0.7750478386878967	NA	NA	NA
cell338	NA	NA	0.326629638671875	NA
cell339	0.74980229139328	NA	NA	NA
cell340	NA	NA	0.40318983793258667	NA
cell341	0.7304650545120239	NA	NA	NA
cell342	0.870822012424469	NA	NA	NA
cell343	NA	0.47884660959243774	NA	NA
cell344	0.9299818873405457	NA	NA	NA
cell345	NA	0.5423554182052612	NA	NA
cell346	0.8556166291236877	NA	NA	NA
cell347	0.7279250621795654	NA	NA	NA
cell348	0.7176108360290527	NA	NA	NA
cell349	0.980806291103363	NA	NA	NA
cell350	NA	0.4478115141391754	NA	NA
cell351	NA	NA	0.26897287368774414	NA
cell352	NA	0.4917369484901428	NA	NA
cell353	0.9188992977142334	NA	NA	NA
cell354	0.8028649091720581	NA	NA	NA
cell355	NA	0.567248523235321	NA	NA
cell356	NA	NA	0.3245694041252136	NA
cell357	NA	NA	0.3355809152126312	NA
cell358	NA	NA	0.2837824523448944	NA
cell359	0.7369325757026672	NA	NA	NA
cell360	0.8331077098846436	NA	NA	NA
cell361	NA	NA	0.3091961145401001	NA
cell362	0.7596321702003479	NA	NA	NA
cell363	0.9401630163192749	NA	NA	NA
cell364	NA	NA	0.0846971645951271	NA
cell365	0.8130126595497131	NA	NA	NA
cell366	NA	0.5410348773002625	NA	NA
cell367	NA	NA	0.31967541575431824	NA
cell368	NA	NA	0.4480760991573334	NA
cell369	NA	NA	0.3236263692378998	NA
cell370	0.7464303970336914	NA	NA	NA
cell371	NA	NA	0.31663739681243896	NA
cell372	NA	NA	0.5350156426429749	NA
cell373	0.7430450320243835	NA	NA	NA
cell374	0.7793852090835571	NA	NA	NA
cell375	NA	0.5191392302513123	NA	NA
cell376	0.8731890320777893	NA	NA	NA
cell377	NA	NA	0.31699466705322266	NA
cell378	0.7093232870101929	NA	NA	NA
cell379	0.7432217597961426	NA	NA	NA
cell380	NA	0.40353891253471375	NA	NA
cell381	0.7222452759742737	NA	NA	NA
cell382	NA	NA	0.6633846759796143	NA
cell383	NA	NA	0.3456343412399292	NA
cell384	NA	NA	0.37435615062713623	NA
cell385	NA	0.5536304712295532	NA	NA
cell386	0.7467466592788696	NA	NA	NA
cell387	NA	NA	0.34755057096481323	NA
cell388	0.7892728447914124	NA	NA	NA
cell389	NA	NA	0.3589230477809906	NA
cell390	0.9611214995384216	NA	NA	NA
cell391	NA	0.3951343894004822	NA	NA
cell392	NA	NA	0.2650788724422455	NA
cell393	0.7296135425567627	NA	NA	NA
cell394	NA	0.565886914730072	NA	NA
cell395	NA	0.44666776061058044	NA	NA
cell396	0.7773286700248718	NA	NA	NA
cell397	NA	0.4762229919433594	NA	NA
cell398	0.8510965704917908	NA	NA	NA
cell399	0.8877612352371216	NA	NA	NA
cell400	NA	NA	0.3205278217792511	NA
cell401	NA	NA	0.3108803927898407	NA
cell402	0.951286256313324	NA	NA	NA
cell403	NA	NA	0.3422037959098816	NA
cell404	0.7828925848007202	NA	NA	NA
cell405	0.755815327167511	NA	NA	NA
cell406	NA	NA	0.30365875363349915	NA
cell407	NA	NA	0.2874731719493866	NA
cell408	0.7410528063774109	NA	NA	NA
cell409	NA	0.4050798714160919	NA	NA
cell410	NA	0.5524565577507019	NA	NA
cell411	NA	NA	0.32049891352653503	NA
cell412	NA	NA	0.3261227607727051	NA
cell413	NA	NA	0.31378304958343506	NA
cell414	NA	NA	0.33279839158058167	NA
cell415	0.8165349960327148	NA	NA	NA
cell416	NA	0.555610179901123	NA	NA
cell417	0.7595075964927673	NA	NA	NA
cell418	NA	0.5388920307159424	NA	NA
cell419	0.7272017598152161	NA	NA	NA
cell420	NA	0.4780612289905548	NA	NA
cell421	0.7339905500411987	NA	NA	NA
cell422	0.9522481560707092	NA	NA	NA
cell423	0.9194038510322571	NA	NA	NA
cell424	0.7154730558395386	NA	NA	NA
cell425	0.7237402200698853	NA	NA	NA
cell426	0.7468706369400024	NA	NA	NA
cell427	NA	NA	0.2756635248661041	NA
cell428	NA	NA	0.1597069799900055	NA
cell429	0.7672514915466309	NA	NA	NA
cell430	NA	0.5034319758415222	NA	NA
cell431	0.8154803514480591	NA	NA	NA
cell432	0.7725589275360107	NA	NA	NA
cell433	NA	NA	0.4166705310344696	NA
cell434	NA	0.4513060450553894	NA	NA
cell435	NA	0.4468736946582794	NA	NA
cell436	NA	NA	0.19501256942749023	NA
cell437	0.8819867968559265	NA	NA	NA
cell438	0.7018952369689941	NA	NA	NA
cell439	0.7461023330688477	NA	NA	NA
cell440	0.7826234698295593	NA	NA	NA
cell441	NA	NA	0.1938992738723755	NA
cell442	0.7578651309013367	NA	NA	NA
cell443	NA	0.46142229437828064	NA	NA
cell444	NA	NA	0.3066572844982147	NA
cell445	0.9207295775413513	NA	NA	NA
cell446	NA	NA	0.3329118490219116	NA
cell447	0.9029604196548462	NA	NA	NA
cell448	NA	NA	0.6684345006942749	NA
cell449	0.7223755717277527	NA	NA	NA
cell450	0.8203825354576111	NA	NA	NA
cell451	0.7490345239639282	NA	NA	NA
cell452	0.9349566698074341	NA	NA	NA
cell453	0.8405901193618774	NA	NA	NA
cell454	NA	NA	0.3524602949619293	NA
cell455	NA	NA	NA	0.8779916167259216
cell456	NA	0.5628132224082947	NA	NA
cell457	NA	NA	0.3536398410797119	NA
cell458	NA	0.5295450091362	NA	NA
cell459	0.8645661473274231	NA	NA	NA
cell460	0.9083729386329651	NA	NA	NA
cell461	0.7590972781181335	NA	NA	NA
cell462	0.7422722578048706	NA	NA	NA
cell463	0.882038414478302	NA	NA	NA
cell464	0.7279407382011414	NA	NA	NA
cell465	NA	NA	NA	0.8994341492652893
cell466	NA	NA	0.2751927673816681	NA
cell467	0.7430619597434998	NA	NA	NA
cell468	0.8836164474487305	NA	NA	NA
cell469	0.7991690039634705	NA	NA	NA
cell470	0.798322319984436	NA	NA	NA
cell471	NA	NA	0.25631922483444214	NA
cell472	NA	NA	0.3201281726360321	NA
cell473	0.7705404162406921	NA	NA	NA
cell474	NA	NA	0.0748167484998703	NA
cell475	0.7517278790473938	NA	NA	NA
cell476	NA	NA	0.1770114004611969	NA
cell477	0.7988115549087524	NA	NA	NA
cell478	NA	NA	0.2897970974445343	NA
cell479	0.7323792576789856	NA	NA	NA
cell480	NA	0.5467125177383423	NA	NA
cell481	NA	NA	0.2520011365413666	NA
cell482	0.8002007007598877	NA	NA	NA
cell483	NA	0.4525099992752075	NA	NA
cell484	NA	NA	0.18177315592765808	NA
cell485	0.8923162817955017	NA	NA	NA
cell486	NA	0.5454558730125427	NA	NA
cell487	0.9491183161735535	NA	NA	NA
cell488	NA	0.5243027806282043	NA	NA
cell489	NA	NA	0.44126948714256287	NA
cell490	NA	NA	0.19407698512077332	NA
cell491	NA	NA	0.36630547046661377	NA
cell492	0.9154021143913269	NA	NA	NA
cell493	0.7347261905670166	NA	NA	NA
cell494	0.7755480408668518	NA	NA	NA
cell495	NA	NA	0.09941291064023972	NA
cell496	0.8718967437744141	NA	NA	NA
cell497	0.9726182818412781	NA	NA	NA
cell498	0.7101885080337524	NA	NA	NA
cell499	0.7987003922462463	NA	NA	NA
cell500	NA	NA	0.01664009504020214	NA
cell501	NA	NA	0.3645537197589874	NA
cell502	NA	NA	0.2914775013923645	NA
cell503	0.9454968571662903	NA	NA	NA
cell504	0.7643729448318481	NA	NA	NA
cell505	0.9410901665687561	NA	NA	NA
cell506	0.8981652855873108	NA	NA	NA
cell507	NA	0.5017589330673218	NA	NA
cell508	0.9221115112304688	NA	NA	NA
cell509	NA	NA	0.3589588701725006	NA
cell510	0.9049959182739258	NA	NA	NA
cell511	0.9233023524284363	NA	NA	NA
cell512	NA	0.5463581085205078	NA	NA
cell513	0.8695777654647827	NA	NA	NA
cell514	NA	0.425893098115921	NA	NA
cell515	0.8193874359130859	NA	NA	NA
cell516	NA	0.4719727039337158	NA	NA
cell517	0.8129661679267883	NA	NA	NA
cell518	0.8585878610610962	NA	NA	NA
cell519	NA	0.4757876396179199	NA	NA
cell520	NA	NA	0.16794832050800323	NA
cell521	NA	NA	0.36859360337257385	NA
cell522	NA	NA	0.2746140956878662	NA
cell523	NA	0.4807371199131012	NA	NA
cell524	0.9000442624092102	NA	NA	NA
cell525	NA	NA	NA	0.8947785496711731
cell526	NA	NA	0.3556053936481476	NA
cell527	0.7445796132087708	NA	NA	NA
cell528	NA	NA	0.38650503754615784	NA
cell529	0.8806470036506653	NA	NA	NA
cell530	NA	NA	0.3703932762145996	NA
cell531	0.7366662621498108	NA	NA	NA
cell532	NA	NA	0.3886857032775879	NA
cell533	NA	NA	0.3032698929309845	NA
cell534	NA	NA	0.3213762044906616	NA
cell535	NA	NA	0.31445127725601196	NA
cell536	NA	NA	0.33752572536468506	NA
cell537	NA	NA	0.2663367986679077	NA
cell538	0.9675469994544983	NA	NA	NA
cell539	0.7298835515975952	NA	NA	NA
cell540	NA	0.4835689067840576	NA	NA
cell541	NA	0.5310937166213989	NA	NA
cell542	NA	NA	0.32996734976768494	NA
cell543	0.8042094707489014	NA	NA	NA
cell544	NA	NA	0.6807201504707336	NA
cell545	NA	NA	0.3608626425266266	NA
cell546	NA	NA	0.32296448945999146	NA
cell547	0.7389320135116577	NA	NA	NA
cell548	0.7559983134269714	NA	NA	NA
cell549	NA	NA	0.3645475208759308	NA
cell550	NA	NA	0.006646921392530203	NA
cell551	0.9508652091026306	NA	NA	NA
cell552	NA	NA	NA	0.8829174637794495
cell553	NA	NA	0.2947891354560852	NA
cell554	NA	0.5214306116104126	NA	NA
cell555	NA	0.45847705006599426	NA	NA
cell556	0.8583382964134216	NA	NA	NA
cell557	0.8174091577529907	NA	NA	NA
cell558	0.8927691578865051	NA	NA	NA
cell559	NA	NA	0.28913864493370056	NA
cell560	0.73484206199646	NA	NA	NA
cell561	NA	NA	0.2988157272338867	NA
cell562	NA	NA	0.511870265007019	NA
cell563	0.9615870118141174	NA	NA	NA
cell564	0.743625819683075	NA	NA	NA
cell565	0.8188299536705017	NA	NA	NA
cell566	0.7403371930122375	NA	NA	NA
cell567	0.9307563900947571	NA	NA	NA
cell568	0.8986731171607971	NA	NA	NA
cell569	NA	0.5666660666465759	NA	NA
cell570	NA	NA	0.3444027304649353	NA
cell571	NA	0.5529499650001526	NA	NA
cell572	0.8915628790855408	NA	NA	NA
cell573	0.925600528717041	NA	NA	NA
cell574	0.7372626662254333	NA	NA	NA
cell575	NA	0.52858966588974	NA	NA
cell576	NA	NA	0.326006680727005	NA
cell577	0.8717316389083862	NA	NA	NA
cell578	0.732764482498169	NA	NA	NA
cell579	NA	NA	NA	0.9408479928970337
cell580	NA	NA	0.2639429569244385	NA
cell581	0.7031573057174683	NA	NA	NA
cell582	NA	NA	0.3105989992618561	NA
cell583	0.9821262955665588	NA	NA	NA
cell584	0.8930771946907043	NA	NA	NA
cell585	NA	NA	0.30814266204833984	NA
cell586	0.7735373973846436	NA	NA	NA
cell587	0.7327350378036499	NA	NA	NA
cell588	NA	NA	0.3342575430870056	NA
cell589	NA	0.493335098028183	NA	NA
cell590	0.7807313203811646	NA	NA	NA
cell591	0.8079698085784912	NA	NA	NA
cell592	NA	NA	0.309746652841568	NA
cell593	NA	NA	0.3615277111530304	NA
cell594	0.8206639289855957	NA	NA	NA
cell595	0.8023086190223694	NA	NA	NA
cell596	NA	0.5514155626296997	NA	NA
cell597	NA	NA	0.28086578845977783	NA
cell598	0.7314499616622925	NA	NA	NA
cell599	NA	NA	0.30737000703811646	NA
cell600	NA	NA	0.07720348984003067	NA
cell601	0.8972684144973755	NA	NA	NA
cell602	NA	0.4841436743736267	NA	NA
cell603	0.8760348558425903	NA	NA	NA
cell604	NA	NA	0.3156734108924866	NA
cell605	NA	NA	0.3591037690639496	NA
cell606	NA	NA	0.34175676107406616	NA
cell607	0.7716119289398193	NA	NA	NA
cell608	0.7583649754524231	NA	NA	NA
cell609	0.9510065913200378	NA	NA	NA
cell610	0.8050184845924377	NA	NA	NA
cell611	0.7371336817741394	NA	NA	NA
cell612	0.7633170485496521	NA	NA	NA
cell613	NA	NA	0.19317927956581116	NA
cell614	NA	0.4658263325691223	NA	NA
cell615	0.7342209815979004	NA	NA	NA
cell616	0.8297223448753357	NA	NA	NA
cell617	NA	NA	0.32287949323654175	NA
cell618	NA	0.40721461176872253	NA	NA
cell619	NA	NA	0.35958483815193176	NA
cell620	NA	NA	0.3498660922050476	NA
cell621	0.830724835395813	NA	NA	NA
cell622	0.7519165873527527	NA	NA	NA
cell623	NA	NA	NA	0.9176930785179138
cell624	NA	NA	NA	0.9081008434295654
cell625	0.9023436903953552	NA	NA	NA
cell626	NA	NA	0.5892602801322937	NA
cell627	NA	NA	0.024881163612008095	NA
cell628	0.9655576944351196	NA	NA	NA
cell629	NA	0.35234829783439636	NA	NA
cell630	0.9290415644645691	NA	NA	NA
cell631	0.7320805191993713	NA	NA	NA
cell632	NA	0.5481693148612976	NA	NA
cell633	NA	NA	0.668473482131958	NA
cell634	NA	NA	NA	0.9147727489471436
cell635	NA	NA	0.334545761346817	NA
cell636	0.8913459181785583	NA	NA	NA
cell637	0.9651615023612976	NA	NA	NA
cell638	0.9075265526771545	NA	NA	NA
